obs,knob,p_base,O_base,dO_dp_h1,S_h1em3,S_h2em3,dS_steps,structure,fd_verdict,basis
m_peak,Gtc,0,3.100000000e+02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(p=0),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17); relative step at p=0 is the zero step
m_eps_pk,Yt,80,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_eps_pk,Yc,350,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_eps_pk,S12,120,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17); S13 moved with S12
m_eps_pk,S23,100,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_eps_pk,X_PO,700,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_eps_pk,K1,8000,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_eps_pk,SY0,250,1.485905433e-03,-1.019650463e-05,-1.715537276e+00,-1.715716855e+00,1.80e-04,LIVE,OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_eps_pk,HISO,100000,1.485905433e-03,-6.116229529e-09,-4.116163380e-01,-4.116179195e-01,1.58e-06,LIVE,OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_eps_pk,Gtt,0,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(p=0),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17); relative step at p=0 is the zero step
m_eps_pk,Gtc,0,1.485905433e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(p=0),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17); relative step at p=0 is the zero step
m_resid,Yt,80,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_resid,Yc,350,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_resid,S12,120,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17); S13 moved with S12
m_resid,S23,100,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_resid,X_PO,700,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_resid,K1,8000,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(cross-phase),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_resid,SY0,250,1.352671192e-03,-2.444744084e-06,-4.518363550e-01,-4.519783098e-01,1.42e-04,LIVE,OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_resid,HISO,100000,1.352671192e-03,-3.303184145e-09,-2.441971237e-01,-2.442176983e-01,2.06e-05,LIVE,OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17)
m_resid,Gtt,0,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(p=0),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17); relative step at p=0 is the zero step
m_resid,Gtc,0,1.352671192e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.00e+00,STRUCTURAL_ZERO(p=0),OK,central FD; rel steps 1e-3/2e-3 at V2_0 card; rF derived from X_PO+K1 (Ge Eq.17); relative step at p=0 is the zero step
